 ,Label,Area,Mean,Min,Max,X,Y
1168,,40.581,255,255,255,8114.865,2139.640
1169,,20.291,255,255,255,1213.964,2141.892
1170,,20.291,255,255,255,1407.658,2146.396
1171,,20.291,255,255,255,1610.360,2146.396
1172,,60.872,255,255,255,3002.252,2146.396
1173,,60.872,255,255,255,7286.036,2155.405
1174,,40.581,255,255,255,7349.099,2153.153
1175,,20.291,255,255,255,7731.982,2150.901
1176,,20.291,255,255,255,1506.757,2155.405
1177,,40.581,255,255,255,3013.514,2159.910
1178,,40.581,255,255,255,5108.108,2159.910
1179,,40.581,255,255,255,5770.270,2159.910
1180,,40.581,255,255,255,765.766,2164.414
1181,,20.291,255,255,255,2754.505,2164.414
1182,,40.581,255,255,255,3459.459,2164.414
1183,,40.581,255,255,255,3590.090,2164.414
1184,,40.581,255,255,255,5031.532,2164.414
1185,,20.291,255,255,255,6538.288,2164.414
1186,,40.581,255,255,255,7162.162,2166.667
1187,,20.291,255,255,255,1488.739,2168.919
1188,,40.581,255,255,255,4315.315,2168.919
1189,,40.581,255,255,255,5135.135,2168.919
1190,,182.615,255,255,255,5403.153,2173.423
1191,,20.291,255,255,255,7218.468,2168.919
1192,,40.581,255,255,255,963.964,2173.423
1193,,20.291,255,255,255,2750.000,2173.423
1194,,40.581,255,255,255,3351.351,2173.423
1195,,60.872,255,255,255,5317.568,2173.423
1196,,304.358,255,255,255,5424.174,2179.730
1197,,60.872,255,255,255,5957.207,2173.423
1198,,20.291,255,255,255,659.910,2177.928
1199,,20.291,255,255,255,1452.703,2177.928
1200,,223.196,255,255,255,3409.296,2182.842
1201,,40.581,255,255,255,3536.036,2177.928
1202,,40.581,255,255,255,3567.568,2177.928
1203,,81.162,255,255,255,3596.847,2180.180
1204,,40.581,255,255,255,5346.847,2177.928
1205,,121.743,255,255,255,3025.526,2183.934
1206,,20.291,255,255,255,1430.180,2191.441
1207,,40.581,255,255,255,3743.243,2191.441
1208,,426.102,255,255,255,3402.295,2203.668
1209,,40.581,255,255,255,4941.441,2195.946
1210,,81.162,255,255,255,3036.036,2202.703
1211,,40.581,255,255,255,4923.423,2200.450
1212,,20.291,255,255,255,7087.838,2200.450
1213,,81.162,255,255,255,7867.117,2201.577
1214,,20.291,255,255,255,1286.036,2204.955
1215,,101.453,255,255,255,5444.595,2206.757
1216,,81.162,255,255,255,5990.991,2207.207
1217,,20.291,255,255,255,6470.721,2204.955
1218,,20.291,255,255,255,1078.829,2209.459
1219,,20.291,255,255,255,1569.820,2209.459
1220,,20.291,255,255,255,8137.387,2209.459
1221,,20.291,255,255,255,1304.054,2218.468
1222,,20.291,255,255,255,1682.432,2218.468
1223,,284.068,255,255,255,1390.927,2234.556
1224,,81.162,255,255,255,3090.090,2225.225
1225,,121.743,255,255,255,4042.042,2227.477
1226,,40.581,255,255,255,5171.171,2222.973
1227,,20.291,255,255,255,2560.811,2227.477
1228,,162.324,255,255,255,4858.108,2231.982
1229,,20.291,255,255,255,8065.315,2227.477
1230,,81.162,255,255,255,8335.586,2229.730
1231,,101.453,255,255,255,3985.135,2233.784
1232,,60.872,255,255,255,5132.883,2231.982
1233,,60.872,255,255,255,5159.910,2231.982
1234,,101.453,255,255,255,6795.045,2240.991
1235,,40.581,255,255,255,2783.784,2240.991
1236,,40.581,255,255,255,4081.081,2240.991
1237,,20.291,255,255,255,1605.856,2245.495
1238,,20.291,255,255,255,2750.000,2245.495
1239,,20.291,255,255,255,2056.306,2259.009
1240,,81.162,255,255,255,5738.739,2261.261
1241,,60.872,255,255,255,7976.727,2262.012
1242,,20.291,255,255,255,6457.207,2263.514
1243,,40.581,255,255,255,7990.991,2265.766
1244,,20.291,255,255,255,1740.991,2268.018
1245,,20.291,255,255,255,2204.955,2272.523
1246,,40.581,255,255,255,3954.955,2272.523
1247,,40.581,255,255,255,5090.090,2272.523
1248,,81.162,255,255,255,5639.640,2274.775
1249,,20.291,255,255,255,7961.712,2272.523
1250,,40.581,255,255,255,2725.225,2277.027
1251,,40.581,255,255,255,3063.063,2277.027
1252,,121.743,255,255,255,4351.351,2278.529
1253,,40.581,255,255,255,4414.414,2277.027
1254,,40.581,255,255,255,5036.036,2277.027
1255,,40.581,255,255,255,5382.883,2277.027
1256,,162.324,255,255,255,5764.077,2280.968
1257,,20.291,255,255,255,6984.234,2277.027
1258,,40.581,255,255,255,6995.495,2277.027
1259,,20.291,255,255,255,7024.775,2277.027
1260,,40.581,255,255,255,3585.586,2281.532
1261,,20.291,255,255,255,614.865,2286.036
1262,,20.291,255,255,255,1704.955,2295.045
1263,,40.581,255,255,255,3036.036,2295.045
1264,,365.230,255,255,255,5126.376,2302.302
1265,,20.291,255,255,255,1502.252,2299.550
1266,,20.291,255,255,255,7912.162,2299.550
1267,,20.291,255,255,255,1939.189,2304.054
1268,,40.581,255,255,255,5720.721,2304.054
1269,,40.581,255,255,255,6286.036,2306.306
1270,,20.291,255,255,255,2722.973,2308.559
1271,,81.162,255,255,255,3020.270,2310.811
1272,,60.872,255,255,255,1922.673,2314.565
1273,,121.743,255,255,255,5135.135,2317.568
1274,,20.291,255,255,255,1259.009,2317.568
1275,,40.581,255,255,255,1396.396,2317.568
1276,,81.162,255,255,255,5225.225,2324.324
1277,,40.581,255,255,255,3427.928,2326.577
1278,,20.291,255,255,255,6934.685,2326.577
1279,,40.581,255,255,255,4004.505,2331.081
1280,,40.581,255,255,255,4018.018,2335.586
1281,,40.581,255,255,255,5337.838,2335.586
1282,,20.291,255,255,255,7632.883,2335.586
1283,,40.581,255,255,255,5117.117,2340.090
1284,,40.581,255,255,255,2599.099,2346.847
1285,,20.291,255,255,255,2713.964,2349.099
1286,,20.291,255,255,255,925.676,2353.604
1287,,20.291,255,255,255,1029.279,2353.604
1288,,40.581,255,255,255,1891.892,2353.604
1289,,40.581,255,255,255,2668.919,2355.856
1290,,40.581,255,255,255,4752.252,2353.604
1291,,40.581,255,255,255,4756.757,2362.613
1292,,20.291,255,255,255,2250.000,2367.117
1293,,20.291,255,255,255,7033.784,2367.117
1294,,20.291,255,255,255,2750.000,2371.622
1295,,40.581,255,255,255,5378.378,2376.126
1296,,20.291,255,255,255,6398.649,2376.126
1297,,20.291,255,255,255,1907.658,2380.631
1298,,20.291,255,255,255,2736.486,2380.631
1299,,40.581,255,255,255,5243.243,2380.631
1300,,40.581,255,255,255,653.153,2385.135
1301,,20.291,255,255,255,1867.117,2398.649
1302,,20.291,255,255,255,1961.712,2398.649
1303,,60.872,255,255,255,6481.231,2404.655
1304,,20.291,255,255,255,2601.351,2407.658
1305,,40.581,255,255,255,2574.324,2414.414
1306,,20.291,255,255,255,6862.613,2416.667
1307,,20.291,255,255,255,8137.387,2416.667
1308,,40.581,255,255,255,1288.288,2421.171
1309,,40.581,255,255,255,5279.279,2421.171
1310,,20.291,255,255,255,1254.505,2425.676
1311,,20.291,255,255,255,2750.000,2425.676
1312,,40.581,255,255,255,5301.802,2425.676
1313,,20.291,255,255,255,7137.387,2425.676
1314,,40.581,255,255,255,905.405,2436.937
1315,,20.291,255,255,255,2664.414,2434.685
1316,,20.291,255,255,255,6840.090,2434.685
1317,,20.291,255,255,255,1204.955,2439.189
1318,,40.581,255,255,255,2054.054,2452.703
1319,,40.581,255,255,255,2283.784,2452.703
1320,,40.581,255,255,255,5252.252,2457.207
1321,,40.581,255,255,255,5896.396,2457.207
1322,,40.581,255,255,255,6984.234,2459.459
1323,,20.291,255,255,255,7182.432,2457.207
1324,,20.291,255,255,255,1641.892,2461.712
1325,,40.581,255,255,255,5702.703,2461.712
1326,,40.581,255,255,255,6950.450,2466.216
1327,,20.291,255,255,255,7704.955,2466.216
1328,,60.872,255,255,255,6937.688,2473.724
1329,,20.291,255,255,255,1574.324,2475.225
1330,,101.453,255,255,255,2942.793,2477.027
1331,,20.291,255,255,255,7259.009,2475.225
1332,,20.291,255,255,255,533.784,2479.730
1333,,20.291,255,255,255,1808.559,2479.730
1334,,101.453,255,255,255,3275.225,2481.532
1335,,40.581,255,255,255,6153.153,2479.730
1336,,81.162,255,255,255,6922.297,2484.234
1337,,40.581,255,255,255,7087.838,2481.982
1338,,20.291,255,255,255,7195.946,2479.730
1339,,40.581,255,255,255,2833.333,2484.234
1340,,81.162,255,255,255,3306.306,2486.486
1341,,40.581,255,255,255,4310.811,2484.234
1342,,40.581,255,255,255,7054.054,2486.486
1343,,40.581,255,255,255,8207.207,2484.234
1344,,20.291,255,255,255,1308.559,2488.739
1345,,121.743,255,255,255,6862.613,2496.997
1346,,60.872,255,255,255,7150.901,2493.243
1347,,81.162,255,255,255,5860.360,2495.495
1348,,20.291,255,255,255,7078.829,2493.243
1349,,20.291,255,255,255,7713.964,2493.243
1350,,20.291,255,255,255,1799.550,2497.748
1351,,101.453,255,255,255,2178.829,2500.450
1352,,40.581,255,255,255,6885.135,2500.000
1353,,40.581,255,255,255,6932.432,2497.748
1354,,20.291,255,255,255,7069.820,2497.748
1355,,40.581,255,255,255,1981.982,2502.252
1356,,20.291,255,255,255,2506.757,2502.252
1357,,101.453,255,255,255,4618.468,2504.955
1358,,40.581,255,255,255,5882.883,2502.252
1359,,20.291,255,255,255,6209.459,2502.252
1360,,20.291,255,255,255,6853.604,2502.252
1361,,40.581,255,255,255,5909.910,2506.757
1362,,20.291,255,255,255,7146.396,2506.757
1363,,81.162,255,255,255,5617.117,2513.514
1364,,60.872,255,255,255,7110.360,2515.766
1365,,81.162,255,255,255,7807.432,2512.387
1366,,182.615,255,255,255,6891.642,2524.274
1367,,20.291,255,255,255,6961.712,2515.766
1368,,40.581,255,255,255,2995.495,2520.270
1369,,20.291,255,255,255,6556.306,2520.270
1370,,101.453,255,255,255,7188.739,2525.676
1371,,101.453,255,255,255,7782.432,2522.072
1372,,20.291,255,255,255,795.045,2524.775
1373,,20.291,255,255,255,6502.252,2529.279
1374,,40.581,255,255,255,4801.802,2538.288
1375,,20.291,255,255,255,6268.018,2538.288
1376,,40.581,255,255,255,7139.640,2538.288
1377,,101.453,255,255,255,7526.577,2543.694
1378,,20.291,255,255,255,7691.441,2538.288
1379,,81.162,255,255,255,5054.054,2545.045
1380,,20.291,255,255,255,7150.901,2542.793
1381,,40.581,255,255,255,6099.099,2551.802
1382,,20.291,255,255,255,7186.937,2551.802
1383,,40.581,255,255,255,3202.703,2556.306
1384,,40.581,255,255,255,5702.703,2556.306
1385,,20.291,255,255,255,7164.414,2556.306
1386,,40.581,255,255,255,4842.342,2560.811
1387,,40.581,255,255,255,3166.667,2565.315
1388,,40.581,255,255,255,5027.027,2569.820
1389,,20.291,255,255,255,1434.685,2574.324
1390,,20.291,255,255,255,2349.099,2574.324
1391,,20.291,255,255,255,6533.784,2574.324
1392,,40.581,255,255,255,3247.748,2578.829
1393,,20.291,255,255,255,7114.865,2578.829
1394,,81.162,255,255,255,4231.982,2585.586
1395,,40.581,255,255,255,5977.477,2587.838
1396,,40.581,255,255,255,6081.081,2587.838
1397,,20.291,255,255,255,7015.766,2587.838
1398,,40.581,255,255,255,8144.144,2590.090
1399,,60.872,255,255,255,4497.748,2592.342
1400,,40.581,255,255,255,529.279,2599.099
1401,,81.162,255,255,255,777.027,2602.477
1402,,20.291,255,255,255,1141.892,2596.847
1403,,81.162,255,255,255,2981.982,2596.847
1404,,60.872,255,255,255,4713.964,2596.847
1405,,20.291,255,255,255,2204.955,2601.351
1406,,40.581,255,255,255,3216.216,2601.351
1407,,40.581,255,255,255,4950.450,2601.351
1408,,40.581,255,255,255,7984.234,2608.108
1409,,40.581,255,255,255,1036.036,2610.360
1410,,20.291,255,255,255,1250.000,2610.360
1411,,20.291,255,255,255,1939.189,2610.360
1412,,20.291,255,255,255,1948.198,2610.360
1413,,40.581,255,255,255,2779.279,2610.360
1414,,60.872,255,255,255,3524.775,2610.360
1415,,81.162,255,255,255,4490.991,2621.622
1416,,20.291,255,255,255,1389.640,2623.874
1417,,40.581,255,255,255,2990.991,2623.874
1418,,40.581,255,255,255,3391.892,2623.874
1419,,40.581,255,255,255,5828.829,2623.874
1420,,20.291,255,255,255,7051.802,2623.874
1421,,20.291,255,255,255,2740.991,2628.378
1422,,81.162,255,255,255,3945.946,2635.135
1423,,40.581,255,255,255,7040.541,2635.135
1424,,22786.300,255,255,255,2734.910,2712.580
1425,,20.291,255,255,255,8078.829,2637.387
1426,,20.291,255,255,255,574.324,2641.892
1427,,20.291,255,255,255,1011.261,2641.892
1428,,20.291,255,255,255,1889.640,2641.892
1429,,20.291,255,255,255,2691.441,2641.892
1430,,40.581,255,255,255,5477.477,2641.892
1431,,20.291,255,255,255,1074.324,2646.396
1432,,20.291,255,255,255,2655.405,2646.396
1433,,20.291,255,255,255,1443.694,2650.901
1434,,20.291,255,255,255,1849.099,2650.901
1435,,263.777,255,255,255,1976.265,2663.028
1436,,20.291,255,255,255,2317.568,2655.405
1437,,20.291,255,255,255,2078.829,2659.910
1438,,40.581,255,255,255,5954.955,2659.910
1439,,60.872,255,255,255,7828.078,2661.411
1440,,60.872,255,255,255,2858.108,2664.414
1441,,40.581,255,255,255,3486.486,2664.414
1442,,20.291,255,255,255,7358.108,2664.414
1443,,40.581,255,255,255,2927.928,2668.919
1444,,20.291,255,255,255,8457.207,2668.919
1445,,20.291,255,255,255,2245.495,2673.423
1446,,162.324,255,255,255,2042.793,2684.685
1447,,40.581,255,255,255,4986.486,2677.928
1448,,40.581,255,255,255,6430.180,2680.180
1449,,20.291,255,255,255,1596.847,2682.432
1450,,60.872,255,255,255,2934.685,2682.432
1451,,40.581,255,255,255,4536.036,2682.432
1452,,40.581,255,255,255,6186.937,2684.685
1453,,20.291,255,255,255,6903.153,2682.432
1454,,20.291,255,255,255,8074.324,2682.432
1455,,20.291,255,255,255,8601.351,2682.432
1456,,40.581,255,255,255,3774.775,2686.937
1457,,20.291,255,255,255,6533.784,2686.937
1458,,20.291,255,255,255,7894.144,2686.937
1459,,40.581,255,255,255,3270.270,2691.441
1460,,20.291,255,255,255,1358.108,2695.946
1461,,40.581,255,255,255,2918.919,2695.946
1462,,40.581,255,255,255,2069.820,2707.207
1463,,20.291,255,255,255,2060.811,2713.964
1464,,162.324,255,255,255,5461.712,2718.468
1465,,60.872,255,255,255,6476.727,2716.967
1466,,40.581,255,255,255,6112.613,2718.468
1467,,20.291,255,255,255,2051.802,2722.973
1468,,40.581,255,255,255,5027.027,2722.973
1469,,101.453,255,255,255,5037.387,2733.784
1470,,40.581,255,255,255,8391.892,2731.982
1471,,40.581,255,255,255,3234.234,2736.486
1472,,121.743,255,255,255,2062.312,2747.748
1473,,40.581,255,255,255,7060.811,2743.243
1474,,20.291,255,255,255,831.081,2750.000
1475,,40.581,255,255,255,3427.928,2750.000
1476,,40.581,255,255,255,3193.694,2754.505
1477,,162.324,255,255,255,3445.383,2757.320
1478,,40.581,255,255,255,3243.243,2759.009
1479,,81.162,255,255,255,6643.018,2763.514
1480,,40.581,255,255,255,3581.081,2768.018
1481,,81.162,255,255,255,3873.874,2774.775
1482,,81.162,255,255,255,4513.514,2774.775
1483,,81.162,255,255,255,7716.216,2774.775
1484,,81.162,255,255,255,2722.973,2783.784
1485,,60.872,255,255,255,1233.483,2783.033
1486,,20.291,255,255,255,948.198,2786.036
1487,,365.230,255,255,255,2699.449,2791.542
1488,,40.581,255,255,255,2745.495,2788.288
1489,,40.581,255,255,255,3198.198,2786.036
1490,,40.581,255,255,255,5369.369,2786.036
1491,,20.291,255,255,255,7195.946,2786.036
1492,,20.291,255,255,255,7204.955,2786.036
1493,,40.581,255,255,255,7236.486,2788.288
1494,,20.291,255,255,255,7628.378,2786.036
1495,,20.291,255,255,255,2096.847,2790.541
1496,,40.581,255,255,255,2792.793,2790.541
1497,,60.872,255,255,255,5069.820,2790.541
1498,,243.487,255,255,255,5050.676,2804.429
1499,,40.581,255,255,255,3189.189,2799.550
1500,,81.162,255,255,255,5513.514,2801.802
1501,,202.906,255,255,255,6924.324,2808.108
1502,,40.581,255,255,255,7702.703,2801.802
1503,,20.291,255,255,255,2686.937,2804.054
1504,,182.615,255,255,255,2721.471,2811.562
1505,,40.581,255,255,255,4914.414,2804.054
1506,,20.291,255,255,255,709.459,2808.559
1507,,40.581,255,255,255,1304.054,2810.811
1508,,121.743,255,255,255,5033.784,2815.315
1509,,60.872,255,255,255,5966.216,2813.063
1510,,20.291,255,255,255,2659.910,2817.568
1511,,20.291,255,255,255,2695.946,2817.568
1512,,40.581,255,255,255,3306.306,2817.568
1513,,40.581,255,255,255,4882.883,2817.568
1514,,20.291,255,255,255,912.162,2822.072
1515,,40.581,255,255,255,3198.198,2822.072
1516,,40.581,255,255,255,3792.793,2822.072
1517,,20.291,255,255,255,6921.171,2826.577
1518,,20.291,255,255,255,7957.207,2831.081
1519,,20.291,255,255,255,8511.261,2831.081
1520,,20.291,255,255,255,2114.865,2835.586
1521,,40.581,255,255,255,6162.162,2840.090
1522,,20.291,255,255,255,2047.297,2844.595
1523,,40.581,255,255,255,5022.523,2844.595
1524,,40.581,255,255,255,3099.099,2849.099
1525,,40.581,255,255,255,5990.991,2849.099
1526,,40.581,255,255,255,3909.910,2853.604
1527,,60.872,255,255,255,4790.541,2853.604
1528,,40.581,255,255,255,4950.450,2853.604
1529,,20.291,255,255,255,6795.045,2853.604
1530,,20.291,255,255,255,6912.162,2853.604
1531,,20.291,255,255,255,7137.387,2853.604
1532,,20.291,255,255,255,8542.793,2853.604
1533,,20.291,255,255,255,2578.829,2858.108
1534,,40.581,255,255,255,5747.748,2858.108
1535,,40.581,255,255,255,3184.685,2867.117
1536,,40.581,255,255,255,6837.838,2873.874
1537,,40.581,255,255,255,6981.982,2873.874
1538,,40.581,255,255,255,8054.054,2871.622
1539,,40.581,255,255,255,5810.811,2876.126
1540,,40.581,255,255,255,3220.721,2889.640
1541,,20.291,255,255,255,7421.171,2889.640
1542,,40.581,255,255,255,3932.432,2894.144
1543,,20.291,255,255,255,6727.477,2898.649
1544,,20.291,255,255,255,790.541,2903.153
1545,,20.291,255,255,255,1078.829,2903.153
1546,,20.291,255,255,255,1560.811,2903.153
1547,,40.581,255,255,255,3099.099,2903.153
1548,,101.453,255,255,255,3906.757,2904.955
1549,,60.872,255,255,255,6931.682,2906.156
1550,,20.291,255,255,255,7943.694,2903.153
1551,,40.581,255,255,255,650.901,2909.910
1552,,40.581,255,255,255,3531.532,2907.658
1553,,20.291,255,255,255,8601.351,2907.658
1554,,40.581,255,255,255,1256.757,2912.162
1555,,20.291,255,255,255,1389.640,2912.162
1556,,20.291,255,255,255,2560.811,2912.162
1557,,40.581,255,255,255,3342.342,2912.162
1558,,20.291,255,255,255,7948.198,2912.162
1559,,60.872,255,255,255,8030.781,2913.664
1560,,20.291,255,255,255,8096.847,2912.162
1561,,40.581,255,255,255,8180.180,2912.162
1562,,20.291,255,255,255,8331.081,2912.162
1563,,20.291,255,255,255,1317.568,2916.667
1564,,40.581,255,255,255,3950.450,2916.667
1565,,40.581,255,255,255,4941.441,2916.667
1566,,40.581,255,255,255,869.369,2921.171
1567,,40.581,255,255,255,3265.766,2921.171
1568,,40.581,255,255,255,3774.775,2921.171
1569,,81.162,255,255,255,3903.153,2923.423
1570,,40.581,255,255,255,3981.982,2921.171
1571,,81.162,255,255,255,4864.865,2923.423
1572,,20.291,255,255,255,8213.964,2921.171
1573,,40.581,255,255,255,1148.649,2930.180
1574,,20.291,255,255,255,2065.315,2930.180
1575,,20.291,255,255,255,2547.297,2930.180
1576,,40.581,255,255,255,3954.955,2930.180
1577,,20.291,255,255,255,6736.486,2930.180
1578,,20.291,255,255,255,1538.288,2934.685
1579,,20.291,255,255,255,1578.829,2934.685
1580,,81.162,255,255,255,3941.441,2936.937
1581,,40.581,255,255,255,6930.180,2936.937
1582,,20.291,255,255,255,7060.811,2934.685
1583,,20.291,255,255,255,1565.315,2939.189
1584,,40.581,255,255,255,6000.000,2939.189
1585,,20.291,255,255,255,6790.541,2939.189
1586,,20.291,255,255,255,7979.730,2939.189
1587,,20.291,255,255,255,1191.441,2943.694
1588,,20.291,255,255,255,2700.450,2943.694
1589,,40.581,255,255,255,4792.793,2943.694
1590,,20.291,255,255,255,1119.369,2948.198
1591,,20.291,255,255,255,1421.171,2948.198
1592,,40.581,255,255,255,3225.225,2948.198
1593,,81.162,255,255,255,3549.550,2950.450
1594,,40.581,255,255,255,4054.054,2952.703
1595,,20.291,255,255,255,8191.441,2952.703
1596,,40.581,255,255,255,914.414,2961.712
1597,,40.581,255,255,255,3094.595,2961.712
1598,,40.581,255,255,255,3369.369,2961.712
1599,,20.291,255,255,255,6218.468,2961.712
1600,,20.291,255,255,255,7448.198,2961.712
1601,,40.581,255,255,255,3355.856,2970.721
1602,,20.291,255,255,255,1583.333,2975.225
1603,,40.581,255,255,255,5094.595,2975.225
1604,,20.291,255,255,255,8033.784,2979.730
1605,,40.581,255,255,255,5018.018,2984.234
1606,,40.581,255,255,255,5081.081,2984.234
1607,,40.581,255,255,255,8659.910,2986.486
1608,,20.291,255,255,255,416.667,2993.243
1609,,40.581,255,255,255,2932.432,2993.243
1610,,40.581,255,255,255,3382.883,2993.243
1611,,40.581,255,255,255,5945.946,2993.243
1612,,20.291,255,255,255,7849.099,2993.243
1613,,101.453,255,255,255,1075.225,2999.550
1614,,40.581,255,255,255,3252.252,2997.748
1615,,20.291,255,255,255,7268.018,2997.748
1616,,40.581,255,255,255,7297.297,2997.748
1617,,20.291,255,255,255,8240.991,2997.748
1618,,20.291,255,255,255,1484.234,3002.252
1619,,20.291,255,255,255,2664.414,3002.252
1620,,20.291,255,255,255,8146.396,3002.252
1621,,20.291,255,255,255,8177.928,3002.252
1622,,20.291,255,255,255,268.018,3006.757
1623,,20.291,255,255,255,475.225,3011.261
1624,,40.581,255,255,255,3518.018,3011.261
1625,,101.453,255,255,255,3789.640,3013.964
1626,,20.291,255,255,255,2056.306,3024.775
1627,,40.581,255,255,255,8166.667,3024.775
1628,,20.291,255,255,255,8745.495,3024.775
1629,,20.291,255,255,255,1682.432,3029.279
1630,,40.581,255,255,255,3157.658,3029.279
1631,,40.581,255,255,255,3171.171,3029.279
1632,,60.872,255,255,255,3240.991,3029.279
1633,,40.581,255,255,255,3288.288,3029.279
1634,,40.581,255,255,255,3554.054,3029.279
1635,,20.291,255,255,255,2056.306,3033.784
1636,,40.581,255,255,255,4995.495,3033.784
1637,,40.581,255,255,255,5743.243,3033.784
1638,,20.291,255,255,255,362.613,3038.288
1639,,60.872,255,255,255,3277.027,3038.288
1640,,60.872,255,255,255,4650.901,3038.288
1641,,142.034,255,255,255,5179.215,3040.219
1642,,20.291,255,255,255,673.423,3047.297
1643,,40.581,255,255,255,3265.766,3047.297
1644,,40.581,255,255,255,3283.784,3047.297
1645,,20.291,255,255,255,1051.802,3051.802
1646,,20.291,255,255,255,8511.261,3056.306
1647,,40.581,255,255,255,3531.532,3060.811
1648,,40.581,255,255,255,5396.396,3060.811
1649,,101.453,255,255,255,3187.838,3067.117
1650,,40.581,255,255,255,5288.288,3065.315
1651,,40.581,255,255,255,4837.838,3074.324
1652,,20.291,255,255,255,1524.775,3078.829
1653,,40.581,255,255,255,5184.685,3078.829
1654,,20.291,255,255,255,2448.198,3087.838
1655,,101.453,255,255,255,5422.072,3089.640
1656,,40.581,255,255,255,6013.514,3087.838
1657,,20.291,255,255,255,7997.748,3087.838
1658,,20.291,255,255,255,335.586,3092.342
1659,,40.581,255,255,255,968.468,3092.342
1660,,81.162,255,255,255,3108.108,3094.595
1661,,40.581,255,255,255,3207.207,3092.342
1662,,20.291,255,255,255,8308.559,3096.847
1663,,40.581,255,255,255,3522.523,3105.856
1664,,60.872,255,255,255,4853.604,3105.856
1665,,20.291,255,255,255,7916.667,3105.856
1666,,20.291,255,255,255,8304.054,3105.856
1667,,40.581,255,255,255,2184.685,3110.360
1668,,20.291,255,255,255,2110.360,3114.865
1669,,20.291,255,255,255,2335.586,3114.865
1670,,20.291,255,255,255,1268.018,3119.369
1671,,40.581,255,255,255,3243.243,3119.369
1672,,81.162,255,255,255,4846.847,3126.126
1673,,20.291,255,255,255,367.117,3128.378
1674,,20.291,255,255,255,2286.036,3128.378
1675,,20.291,255,255,255,2538.288,3128.378
1676,,20.291,255,255,255,290.541,3132.883
1677,,20.291,255,255,255,1164.414,3132.883
1678,,20.291,255,255,255,2277.027,3132.883
1679,,20.291,255,255,255,7952.703,3137.387
1680,,60.872,255,255,255,3358.108,3141.892
1681,,40.581,255,255,255,3387.387,3141.892
1682,,40.581,255,255,255,5576.577,3141.892
1683,,20.291,255,255,255,8731.982,3141.892
1684,,20.291,255,255,255,916.667,3146.396
1685,,40.581,255,255,255,2297.297,3146.396
1686,,20.291,255,255,255,6434.685,3146.396
1687,,20.291,255,255,255,2204.955,3155.405
1688,,20.291,255,255,255,601.351,3159.910
1689,,40.581,255,255,255,3405.405,3164.414
1690,,40.581,255,255,255,630.631,3168.919
1691,,40.581,255,255,255,5009.009,3173.423
1692,,40.581,255,255,255,3391.892,3177.928
1693,,40.581,255,255,255,5563.063,3177.928
1694,,20.291,255,255,255,6412.162,3177.928
1695,,20.291,255,255,255,2268.018,3186.937
1696,,20.291,255,255,255,8047.297,3186.937
1697,,20.291,255,255,255,722.973,3191.441
1698,,20.291,255,255,255,781.532,3191.441
1699,,20.291,255,255,255,1281.532,3191.441
1700,,20.291,255,255,255,1623.874,3191.441
1701,,40.581,255,255,255,4265.766,3191.441
1702,,20.291,255,255,255,1128.378,3195.946
1703,,20.291,255,255,255,1191.441,3195.946
1704,,40.581,255,255,255,6184.685,3195.946
1705,,20.291,255,255,255,1263.514,3200.450
1706,,20.291,255,255,255,1299.550,3200.450
1707,,20.291,255,255,255,1331.081,3200.450
1708,,20.291,255,255,255,1457.207,3200.450
1709,,20.291,255,255,255,1515.766,3200.450
1710,,20.291,255,255,255,1542.793,3200.450
1711,,20.291,255,255,255,1574.324,3200.450
1712,,20.291,255,255,255,2547.297,3200.450
1713,,20.291,255,255,255,1263.514,3209.459
1714,,40.581,255,255,255,1272.523,3211.712
1715,,20.291,255,255,255,1254.505,3213.964
1716,,121.743,255,255,255,3217.718,3218.468
1717,,40.581,255,255,255,6184.685,3218.468
1718,,20.291,255,255,255,8006.757,3218.468
1719,,20.291,255,255,255,2425.676,3222.973
1720,,40.581,255,255,255,3932.432,3222.973
1721,,60.872,255,255,255,1171.922,3230.480
1722,,20.291,255,255,255,1457.207,3227.477
1723,,20.291,255,255,255,2105.856,3231.982
1724,,81.162,255,255,255,7972.973,3234.234
1725,,40.581,255,255,255,3481.982,3236.486
1726,,20.291,255,255,255,7957.207,3236.486
1727,,20.291,255,255,255,840.090,3240.991
1728,,121.743,255,255,255,4921.171,3243.243
1729,,101.453,255,255,255,5223.874,3247.297
1730,,20.291,255,255,255,8691.441,3245.495
1731,,20.291,255,255,255,984.234,3250.000
1732,,101.453,255,255,255,2278.829,3255.405
1733,,20.291,255,255,255,8740.991,3250.000
1734,,60.872,255,255,255,2120.871,3256.006
1735,,20.291,255,255,255,2457.207,3254.505
1736,,81.162,255,255,255,4743.243,3256.757
1737,,60.872,255,255,255,7068.318,3256.006
1738,,20.291,255,255,255,7957.207,3254.505
1739,,40.581,255,255,255,4450.450,3263.514
1740,,202.906,255,255,255,6160.811,3268.018
1741,,20.291,255,255,255,1813.063,3277.027
1742,,40.581,255,255,255,5081.081,3277.027
1743,,20.291,255,255,255,168.919,3286.036
1744,,40.581,255,255,255,6750.000,3288.288
1745,,20.291,255,255,255,7948.198,3286.036
1746,,60.872,255,255,255,2162.913,3293.544
1747,,121.743,255,255,255,4191.441,3292.793
1748,,20.291,255,255,255,6218.468,3290.541
1749,,40.581,255,255,255,3076.577,3295.045
1750,,40.581,255,255,255,4306.306,3295.045
