 ,Label,Area,Mean,Min,Max,X,Y
472,,40.581,255,255,255,2045.045,768.018
473,,60.872,255,255,255,5200.450,772.523
474,,40.581,255,255,255,5432.432,772.523
475,,20.291,255,255,255,2376.126,777.027
476,,20.291,255,255,255,2529.279,786.036
477,,40.581,255,255,255,5828.829,786.036
478,,20.291,255,255,255,2560.811,790.541
479,,40.581,255,255,255,6063.063,790.541
480,,20.291,255,255,255,2344.595,795.045
481,,20.291,255,255,255,2132.883,799.550
482,,20.291,255,255,255,2051.802,813.063
483,,40.581,255,255,255,4882.883,822.072
484,,40.581,255,255,255,5423.423,822.072
485,,40.581,255,255,255,6220.721,822.072
486,,20.291,255,255,255,2448.198,831.081
487,,40.581,255,255,255,6966.216,833.333
488,,40.581,255,255,255,3720.721,840.090
489,,20.291,255,255,255,6867.117,844.595
490,,40.581,255,255,255,6894.144,846.847
491,,81.162,255,255,255,5391.892,851.351
492,,20.291,255,255,255,6344.595,849.099
493,,60.872,255,255,255,6377.628,852.102
494,,40.581,255,255,255,3018.018,853.604
495,,20.291,255,255,255,7101.351,853.604
496,,40.581,255,255,255,6353.604,860.360
497,,20.291,255,255,255,6425.676,862.613
498,,20.291,255,255,255,6885.135,862.613
499,,20.291,255,255,255,6966.216,862.613
500,,81.162,255,255,255,2869.369,873.874
501,,20.291,255,255,255,6921.171,871.622
502,,20.291,255,255,255,6934.685,871.622
503,,40.581,255,255,255,2680.180,876.126
504,,20.291,255,255,255,2691.441,876.126
505,,40.581,255,255,255,5828.829,876.126
506,,20.291,255,255,255,6376.126,876.126
507,,40.581,255,255,255,2121.622,880.631
508,,40.581,255,255,255,6497.748,891.892
509,,40.581,255,255,255,6927.928,900.901
510,,20.291,255,255,255,6849.099,903.153
511,,20.291,255,255,255,6894.144,903.153
512,,20.291,255,255,255,6975.225,903.153
513,,40.581,255,255,255,7099.099,903.153
514,,547.845,255,255,255,7026.610,941.859
515,,40.581,255,255,255,4045.045,934.685
516,,20.291,255,255,255,1777.027,939.189
517,,40.581,255,255,255,5022.523,943.694
518,,710.170,255,255,255,5729.665,957.465
519,,20.291,255,255,255,1880.631,948.198
520,,40.581,255,255,255,5184.685,948.198
521,,40.581,255,255,255,2833.333,952.703
522,,40.581,255,255,255,5513.514,952.703
523,,40.581,255,255,255,2783.784,957.207
524,,40.581,255,255,255,5792.793,957.207
525,,20.291,255,255,255,6952.703,957.207
526,,40.581,255,255,255,2227.477,986.486
527,,20.291,255,255,255,6750.000,997.748
528,,40.581,255,255,255,2049.550,1002.252
529,,20.291,255,255,255,7024.775,1002.252
530,,40.581,255,255,255,7130.631,1006.757
531,,60.872,255,255,255,5020.270,1011.261
532,,40.581,255,255,255,2040.541,1015.766
533,,40.581,255,255,255,3423.423,1015.766
534,,40.581,255,255,255,5036.036,1015.766
535,,40.581,255,255,255,3175.676,1020.270
536,,81.162,255,255,255,3459.459,1022.523
537,,40.581,255,255,255,5283.784,1024.775
538,,40.581,255,255,255,5171.171,1033.784
539,,40.581,255,255,255,4927.928,1038.288
540,,40.581,255,255,255,5608.108,1038.288
541,,40.581,255,255,255,5351.351,1047.297
542,,121.743,255,255,255,5585.586,1051.802
543,,81.162,255,255,255,5855.856,1049.550
544,,20.291,255,255,255,6799.550,1047.297
545,,20.291,255,255,255,2313.063,1051.802
546,,40.581,255,255,255,4918.919,1051.802
547,,40.581,255,255,255,5157.658,1051.802
548,,40.581,255,255,255,3076.577,1056.306
549,,101.453,255,255,255,3658.108,1058.108
550,,40.581,255,255,255,5608.108,1056.306
551,,40.581,255,255,255,6171.171,1060.811
552,,40.581,255,255,255,5603.604,1065.315
553,,60.872,255,255,255,6128.378,1065.315
554,,40.581,255,255,255,3450.450,1069.820
555,,40.581,255,255,255,5373.874,1069.820
556,,40.581,255,255,255,5648.649,1069.820
557,,121.743,255,255,255,6333.333,1073.574
558,,20.291,255,255,255,6939.189,1069.820
559,,142.034,255,255,255,5111.647,1076.898
560,,121.743,255,255,255,5565.315,1076.577
561,,20.291,255,255,255,7011.261,1074.324
562,,20.291,255,255,255,7042.793,1074.324
563,,20.291,255,255,255,2227.477,1078.829
564,,142.034,255,255,255,5095.560,1094.916
565,,40.581,255,255,255,5639.640,1096.847
566,,20.291,255,255,255,6439.189,1101.351
567,,81.162,255,255,255,3644.144,1112.613
568,,20.291,255,255,255,6385.135,1110.360
569,,40.581,255,255,255,1639.640,1114.865
570,,20.291,255,255,255,2006.757,1114.865
571,,20.291,255,255,255,2596.847,1114.865
572,,20.291,255,255,255,2610.360,1114.865
573,,20.291,255,255,255,2259.009,1119.369
574,,20.291,255,255,255,6745.495,1123.874
575,,81.162,255,255,255,6752.252,1129.505
576,,20.291,255,255,255,1565.315,1132.883
577,,20.291,255,255,255,1587.838,1132.883
578,,20.291,255,255,255,2736.486,1132.883
579,,20.291,255,255,255,2768.018,1132.883
580,,40.581,255,255,255,3009.009,1132.883
581,,40.581,255,255,255,4432.432,1132.883
582,,81.162,255,255,255,4970.721,1139.640
583,,20.291,255,255,255,6439.189,1137.387
584,,162.324,255,255,255,4880.631,1144.144
585,,40.581,255,255,255,5657.658,1141.892
586,,40.581,255,255,255,1581.081,1146.396
587,,10753.997,255,255,255,4929.730,1210.845
588,,20.291,255,255,255,6380.631,1155.405
589,,40.581,255,255,255,5590.090,1159.910
590,,40.581,255,255,255,6783.784,1162.162
591,,20.291,255,255,255,6759.009,1164.414
592,,40.581,255,255,255,5590.090,1173.423
593,,20.291,255,255,255,6731.982,1182.432
594,,60.872,255,255,255,3020.270,1186.937
595,,40.581,255,255,255,4495.495,1191.441
596,,40.581,255,255,255,6090.090,1191.441
597,,81.162,255,255,255,5547.297,1198.198
598,,40.581,255,255,255,1754.505,1202.703
599,,81.162,255,255,255,2801.802,1202.703
600,,40.581,255,255,255,1502.252,1211.712
601,,40.581,255,255,255,5684.685,1218.468
602,,40.581,255,255,255,1470.721,1229.730
603,,20.291,255,255,255,1547.297,1236.486
604,,20.291,255,255,255,1700.450,1236.486
605,,20.291,255,255,255,1795.045,1236.486
606,,20.291,255,255,255,2056.306,1236.486
607,,81.162,255,255,255,3031.532,1238.739
608,,20.291,255,255,255,1416.667,1245.495
609,,40.581,255,255,255,1425.676,1252.252
610,,20.291,255,255,255,6880.631,1250.000
611,,40.581,255,255,255,1966.216,1265.766
612,,40.581,255,255,255,2754.505,1270.270
613,,40.581,255,255,255,2914.414,1268.018
614,,81.162,255,255,255,2954.955,1270.270
615,,40.581,255,255,255,4855.856,1268.018
616,,40.581,255,255,255,2995.495,1272.523
617,,20.291,255,255,255,1668.919,1277.027
618,,40.581,255,255,255,5756.757,1277.027
619,,20.291,255,255,255,1786.036,1281.532
620,,40.581,255,255,255,2923.423,1281.532
621,,60.872,255,255,255,6895.646,1283.033
622,,40.581,255,255,255,1797.297,1286.036
623,,40.581,255,255,255,2995.495,1286.036
624,,81.162,255,255,255,4898.649,1288.288
625,,81.162,255,255,255,2623.874,1292.793
626,,60.872,255,255,255,6861.111,1293.544
